CountryCode,SeriesCode,DESCRIPTION
"CHN","SP.POP.AG02.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
"CHN","SP.POP.AG02.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
"CHN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
"CHN","SP.POP.BRTH.MF","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
"CHN","IT.NET.USER.ZS","Ministry of Information Industry (MII). Ministry of Industry and Information Technology."
"CHN","SP.POP.TOTL.FE.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China."
"CHN","SP.POP.AG05.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
"CHN","SP.POP.TOTL","Data source: National Bureau of Statistics"
"CHN","SG.POP.MIGR.FE.ZS","For statistical purposes, the data for China do not include Hong Kong and Macao and Special Administrative Regions (SAR) of China. Estimates were derived from data on foreign citizens."
"CHN","IC.WEF.SOLO.MA.ZS","Only the data for Beijing and Shanghai are included."
"CHN","SP.POP.AG05.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
"CHN","IC.WEF.SOLO.MA","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.SOLO.FE.ZS","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.SOLO.FE","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.LLCD.FE","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.LLCD.FE.ZS","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.LLCD.MA","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.LLCD.MA.ZS","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.LLCO.FE","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.LLCO.FE.ZS","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.LLCO.MA","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.LLCO.MA.ZS","Only the data for Beijing and Shanghai are included."
"CIV","IT.NET.USER.ZS","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire."
"CIV","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"CIV","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CIV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"CIV","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. Estimates were derived from data on the foreign-born population."
"CIV","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CIV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"CIV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"CIV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"CIV","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"CIV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"CMR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"CMR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"CMR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"CMR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"CMR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"CMR","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CMR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"CMR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CMR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"CMR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"CMR","IT.NET.USER.ZS","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications."
"COD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"COD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"COD","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"COD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"COD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"COD","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"COD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"COD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"COD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"COD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"COD","IT.NET.USER.ZS","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications."
"COG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"COG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"COG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"COG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"COG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"COG","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"COG","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"COG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"COG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"COG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"COG","IT.NET.USER.ZS","Direction Générale de l'Administsration Centrale des Postes et Télécommunications."
"COL","IT.NET.USER.ZS","Ministerio de Comunicaciones."
"COL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects, DHS 2010"
"COL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"COL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"COL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"COL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"COL","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"COL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"COL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"COL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"COL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"COM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"COM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"COM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"COM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"COM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"COM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"COM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"COM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"COM","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"COM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"COM","IT.NET.USER.ZS","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom."
"CPV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"CPV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"CPV","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CPV","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"CPV","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"CPV","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CPV","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"CPV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"CPV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"CPV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"CPV","IT.NET.USER.ZS","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação."
"CRI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"CRI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CRI","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"CRI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"CRI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"CRI","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CRI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"CRI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"CRI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"CRI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"CRI","IT.NET.USER.ZS","Instituto Costarricense de Electricidad (ICE)."
"CUB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"CUB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"CUB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"CUB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"CUB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"CUB","IT.NET.USER.ZS","Ministerio de la Informática y las Comunicaciones."
"CUB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"CUB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"CUB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"CUB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CUB","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CUW","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"CUW","SP.DYN.CBRT.IN","Data source: Central bureau of Statistics, United Nations World Population Prospects"
"CUW","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"CUW","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"CUW","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"CUW","SP.DYN.TFRT.IN","Data source: Central bureau of Statistics, United Nations World Population Prospects"
"CUW","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"CUW","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CUW","SP.POP.TOTL","Data source: Central bureau of Statistics"
"CUW","SP.DYN.CDRT.IN","Data source: Central bureau of Statistics, United Nations World Population Prospects"
"CYM","SP.DYN.CBRT.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands"
"CYM","IT.NET.USER.ZS","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority."
"CYM","SP.DYN.LE00.FE.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands"
"CYM","SP.DYN.CDRT.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands"
"CYM","SP.DYN.LE00.MA.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands"
"CYM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens."
"CYM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CYM","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CYP","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Northern-Cyprus."
"CYP","IT.NET.USER.ZS","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation."
"CYP","SP.POP.0014.TO.ZS","Including Northern-Cyprus."
"CYP","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CYP","SG.POP.MIGR.FE.ZS","Including Northern-Cyprus. Estimates were derived from data on the foreign-born population."
"CYP","SP.POP.1564.TO.ZS","Including Northern-Cyprus."
"CYP","SP.POP.65UP.TO.ZS","Including Northern-Cyprus."
"CYP","SP.POP.TOTL.FE.ZS","Including Northern-Cyprus."
"CYP","SP.POP.AG00.FE.IN","Including Northern-Cyprus."
"CYP","SP.POP.AG02.MA.IN","Including Northern-Cyprus."
"CYP","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CYP","SP.POP.AG02.FE.IN","Including Northern-Cyprus."
"CYP","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"CYP","SP.POP.AG00.MA.IN","Including Northern-Cyprus."
"CYP","SP.DYN.TO65.MA.ZS","Including Northern-Cyprus."
"CYP","SP.DYN.TO65.FE.ZS","Including Northern-Cyprus."
"CYP","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Northern-Cyprus."
"CYP","SP.POP.AG01.MA.IN","Including Northern-Cyprus."
"CYP","SP.POP.AG01.FE.IN","Including Northern-Cyprus."
"CYP","SL.UEM.INTM.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.INTM.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.INTM.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.NEET.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.NEET.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.NEET.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.TOTL.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.TOTL.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.TOTL.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.BASC.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.BASC.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.BASC.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.ADVN.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.ADVN.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SP.ADO.TFRT","Including Northern-Cyprus."
"CYP","SL.UEM.ADVN.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.1524.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SP.POP.AG03.FE.IN","Including Northern-Cyprus."
"CYP","SL.UEM.1524.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"CYP","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"CYP","SL.UEM.1524.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.PART.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.PART.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.PART.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.INTM.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.INTM.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.INTM.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.CACT.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.CACT.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.CACT.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.BASC.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.BASC.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.BASC.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.ADVN.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.ADVN.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.ADVN.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.ACTI.1524.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.ACTI.1524.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.ACTI.1524.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SP.POP.AG05.FE.IN","Including Northern-Cyprus."
"CYP","SL.EMP.UNDR.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.EMP.UNDR.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","NY.GDP.PCAP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","SL.EMP.TOTL.SP.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.EMP.TOTL.SP.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.EMP.TOTL.SP.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","NY.GDP.PCAP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","NY.GNP.PCAP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","NY.GNP.PCAP.PP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","SL.EMP.SMGT.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SP.POP.AG04.MA.IN","Including Northern-Cyprus."
"CYP","SP.POP.AG05.MA.IN","Including Northern-Cyprus."
"CYP","SP.POP.AG04.FE.IN","Including Northern-Cyprus."
"CYP","SL.EMP.1524.SP.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.EMP.1524.SP.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.EMP.1524.SP.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SP.POP.BRTH.MF","Including Northern-Cyprus."
"CYP","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"CYP","SP.POP.AG03.MA.IN","Including Northern-Cyprus."
"CYP","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"CZE","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens."
"CZE","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"CZE","SP.DYN.CDRT.IN","Data source: Eurostat"
"CZE","SP.POP.TOTL","Data source: Eurostat, Czech Statistical Office"
"CZE","SP.DYN.CBRT.IN","Data source: Eurostat"
"CZE","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"CZE","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"CZE","IT.NET.USER.ZS","Ministry of Economy. Czech Telecommunication Office."
"CZE","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistical Year Book, Czech Statistical Office"
"CZE","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistical Year Book, Czech Statistical Office"
"CZE","SP.DYN.TFRT.IN","Data source: Eurostat, Czech Statistical Office"
"DEU","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"DEU","SP.DYN.CBRT.IN","Data source: Eurostat"
"DEU","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"DEU","IT.NET.USER.ZS","Bundesnetzagentur (BNetzA, formerly Regulierungsbehörde für Telekommunikation und Post)."
"DEU","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"DEU","SP.POP.TOTL","Data source: Eurostat, Federal Statistical Office"
"DEU","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"DEU","SP.DYN.CDRT.IN","Data source: Eurostat"
"DEU","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects, Germany Federal Statistical Office"
"DEU","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects, Germany Federal Statistical Office"
"DEU","SP.DYN.TFRT.IN","Data source: Eurostat, Germany Federal Statistical Office"
"DJI","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"DJI","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"DJI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"DJI","IT.NET.USER.ZS","Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications."
"DJI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"DJI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"DJI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"DJI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"DJI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"DJI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"DJI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"DMA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"DMA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"DMA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"DMA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"DMA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"DMA","IT.NET.USER.ZS","Telecommunications of Dominica Limited. From 2000: National Telecommunications Regulatory Commission (NTRC)."
"DMA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"DMA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"DMA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"DMA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"DMA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"DNK","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"DNK","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"DNK","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"DNK","SP.DYN.CDRT.IN","Data source: Eurostat"
"DNK","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Denmark"
"DNK","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"DNK","SP.DYN.CBRT.IN","Data source: Eurostat"
"DNK","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Denmark"
"DNK","SP.POP.TOTL","Data source: Eurostat, Statistics Denmark"
"DNK","IT.NET.USER.ZS","National IT and Telecom Agency."
"DNK","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Denmark"
"DOM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"DOM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"DOM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"DOM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"DOM","IT.NET.USER.ZS","Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL)."
"DOM","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"DOM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"DOM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"DOM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"DOM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"DOM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"DZA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"DZA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"DZA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"DZA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"DZA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"DZA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"DZA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"DZA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"DZA","IT.NET.USER.ZS","Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT)."
"DZA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
